Obs,CODE,CATEGORY,DESC,REV,CMS06,CMS07,CMS08,CMS09,CMS10,CMS11,CMS12,CMS13,CMS14,CMS15,CMS16,CMS17,CMS18,CMS19,CMS20,CMS21,CMS22,CMS23,CMS24,CMS25
970,Y36440D,Exposure to violence,"WAR OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
971,Y36440S,Exposure to violence,"WAR OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
972,Y36441A,Exposure to violence,"WAR OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
973,Y36441D,Exposure to violence,"WAR OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
974,Y36441S,Exposure to violence,"WAR OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
975,Y36450A,Exposure to violence,"WAR OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
976,Y36450D,Exposure to violence,"WAR OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
977,Y36450S,Exposure to violence,"WAR OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
978,Y36451A,Exposure to violence,"WAR OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
979,Y36451D,Exposure to violence,"WAR OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
980,Y36451S,Exposure to violence,"WAR OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
981,Y36460A,Exposure to violence,"WAR OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
982,Y36460D,Exposure to violence,"WAR OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
983,Y36460S,Exposure to violence,"WAR OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
984,Y36461A,Exposure to violence,"WAR OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
985,Y36461D,Exposure to violence,"WAR OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
986,Y36461S,Exposure to violence,"WAR OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
987,Y36470A,Exposure to violence,"WAR OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
988,Y36470D,Exposure to violence,"WAR OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
989,Y36470S,Exposure to violence,"WAR OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
990,Y36471A,Exposure to violence,"WAR OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
991,Y36471D,Exposure to violence,"WAR OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
992,Y36471S,Exposure to violence,"WAR OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
993,Y36490A,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
994,Y36490D,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
995,Y36490S,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
996,Y36491A,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
997,Y36491D,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
998,Y36491S,Exposure to violence,"WAR OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
999,Y36500A,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1000,Y36500D,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1001,Y36500S,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1002,Y36501A,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1003,Y36501D,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1004,Y36501S,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1005,Y36510A,Exposure to violence,"WAR OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1006,Y36510D,Exposure to violence,"WAR OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1007,Y36510S,Exposure to violence,"WAR OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1008,Y36511A,Exposure to violence,"WAR OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1009,Y36511D,Exposure to violence,"WAR OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1010,Y36511S,Exposure to violence,"WAR OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1011,Y36520A,Exposure to violence,"WAR OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1012,Y36520D,Exposure to violence,"WAR OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1013,Y36520S,Exposure to violence,"WAR OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1014,Y36521A,Exposure to violence,"WAR OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1015,Y36521D,Exposure to violence,"WAR OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1016,Y36521S,Exposure to violence,"WAR OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1017,Y36530A,Exposure to violence,"WAR OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1018,Y36530D,Exposure to violence,"WAR OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1019,Y36530S,Exposure to violence,"WAR OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1020,Y36531A,Exposure to violence,"WAR OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1021,Y36531D,Exposure to violence,"WAR OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1022,Y36531S,Exposure to violence,"WAR OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1023,Y36540A,Exposure to violence,"WAR OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1024,Y36540D,Exposure to violence,"WAR OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1025,Y36540S,Exposure to violence,"WAR OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1026,Y36541A,Exposure to violence,"WAR OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1027,Y36541D,Exposure to violence,"WAR OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1028,Y36541S,Exposure to violence,"WAR OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1029,Y36590A,Exposure to violence,"WAR OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1030,Y36590D,Exposure to violence,"WAR OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1031,Y36590S,Exposure to violence,"WAR OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1032,Y36591A,Exposure to violence,"WAR OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1033,Y36591D,Exposure to violence,"WAR OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1034,Y36591S,Exposure to violence,"WAR OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1035,Y366X0A,Exposure to violence,"WAR OPERATIONS INVOLVING BIOLOGICAL WEAPONS, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1036,Y366X0D,Exposure to violence,"WAR OPERATIONS INVOLVING BIOLOGICAL WEAPONS, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1037,Y366X0S,Exposure to violence,"WAR OPERATIONS INVOLVING BIOLOGICAL WEAPONS, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1038,Y366X1A,Exposure to violence,"WAR OPERATIONS INVOLVING BIOLOGICAL WEAPONS, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1039,Y366X1D,Exposure to violence,"WAR OPERATIONS INVOLVING BIOLOGICAL WEAPONS, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1040,Y366X1S,Exposure to violence,"WAR OPERATIONS INVOLVING BIOLOGICAL WEAPONS, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1041,Y367X0A,Exposure to violence,"WAR OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1042,Y367X0D,Exposure to violence,"WAR OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1043,Y367X0S,Exposure to violence,"WAR OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1044,Y367X1A,Exposure to violence,"WAR OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1045,Y367X1D,Exposure to violence,"WAR OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1046,Y367X1S,Exposure to violence,"WAR OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1047,Y36810A,Exposure to violence,"EXPLOSION OF MINE PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1048,Y36810D,Exposure to violence,"EXPLOSION OF MINE PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1049,Y36810S,Exposure to violence,"EXPLOSION OF MINE PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1050,Y36811A,Exposure to violence,"EXPLOSION OF MINE PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1051,Y36811D,Exposure to violence,"EXPLOSION OF MINE PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1052,Y36811S,Exposure to violence,"EXPLOSION OF MINE PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1053,Y36820A,Exposure to violence,"EXPLOSION OF BOMB PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1054,Y36820D,Exposure to violence,"EXPLOSION OF BOMB PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1055,Y36820S,Exposure to violence,"EXPLOSION OF BOMB PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1056,Y36821A,Exposure to violence,"EXPLOSION OF BOMB PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1057,Y36821D,Exposure to violence,"EXPLOSION OF BOMB PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1058,Y36821S,Exposure to violence,"EXPLOSION OF BOMB PLACED DURING WAR OPERATIONS BUT EXPLODING AFTER CESSATION OF HOSTILITIES, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1059,Y36880A,Exposure to violence,"OTHER WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1060,Y36880D,Exposure to violence,"OTHER WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1061,Y36880S,Exposure to violence,"OTHER WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1062,Y36881A,Exposure to violence,"OTHER WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1063,Y36881D,Exposure to violence,"OTHER WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1064,Y36881S,Exposure to violence,"OTHER WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1065,Y36890A,Exposure to violence,"UNSPECIFIED WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1066,Y36890D,Exposure to violence,"UNSPECIFIED WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1067,Y36890S,Exposure to violence,"UNSPECIFIED WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1068,Y36891A,Exposure to violence,"UNSPECIFIED WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1069,Y36891D,Exposure to violence,"UNSPECIFIED WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1070,Y36891S,Exposure to violence,"UNSPECIFIED WAR OPERATIONS OCCURRING AFTER CESSATION OF HOSTILITIES, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1071,Y3690XA,Exposure to violence,"WAR OPERATIONS, UNSPECIFIED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1072,Y3690XD,Exposure to violence,"WAR OPERATIONS, UNSPECIFIED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1073,Y3690XS,Exposure to violence,"WAR OPERATIONS, UNSPECIFIED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1074,Y3691XA,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED WEAPON OF MASS DESTRUCTION [WMD], INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1075,Y3691XD,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED WEAPON OF MASS DESTRUCTION [WMD], SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1076,Y3691XS,Exposure to violence,"WAR OPERATIONS INVOLVING UNSPECIFIED WEAPON OF MASS DESTRUCTION [WMD], SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1077,Y3692XA,Exposure to violence,"WAR OPERATIONS INVOLVING FRIENDLY FIRE, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1078,Y3692XD,Exposure to violence,"WAR OPERATIONS INVOLVING FRIENDLY FIRE, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
